gamePk,home_jersey,home_pants,home_cap,home_jersey_code,away_jersey,away_pants,away_cap,away_jersey_code
778563,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,"Dodgers Alt Road Grey ""Dodgers"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_3_2025
778564,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_2_2025,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025
778557,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
778556,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Orioles Alt Black Jersey,Orioles Away Grey Pants,"Orioles Alt Black Front Orange Bill ""O's"" Hat",110_jersey_3_2025
778545,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Braves Road Grey Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_2_2025
778553,Rangers Home White Jersey,Rangers Home White Pants,Rangers Primary All Blue Hat,140_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
778555,Nationals Home White Jersey,Nationals Home White Pants,"Nationals Primary Red ""W"" Hat",120_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
778558,Royals Alt Baby Blue Jersey,Royals Alt Baby Blue Pants,Royals Alt White Front R-Crown Hat,118_jersey_3_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
778561,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778559,Astros Home White Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_1_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
778554,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
778551,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,Twins Alt Navy Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_4_2025
778546,"Dodgers ""Gold Series"" Jersey","Dodgers ""Gold Series"" Pants","Dodgers ""Gold Series"" Hat",119_jersey_6_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
778552,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Red Top Black Bill ""A"" Hat",109_jersey_1_2025,Cubs Alt Blue Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_3_2025
778547,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Athletics Alt Yellow Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_4_2025
778562,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_4_2025
778549,Blue Jays City Connect Jersey,Blue Jays City Connect Pants,Blue Jays City Connect Hat,141_jersey_5_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
778518,Astros Alt Orange Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_3_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
778560,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_3_2025
778548,Marlins Alt Black Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_3_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
778542,Padres City Connect Jersey,Padres City Connect Pants,Padres City Connect Hat,135_jersey_5_2025,Braves Road Grey Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_2_2025
778544,"Dodgers ""Gold Series"" Jersey","Dodgers ""Gold Series"" Pants",Dodgers Primary Blue Hat,119_jersey_6_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
778543,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Red Top Black Bill ""A"" Hat",109_jersey_1_2025,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_2_2025
778541,Mariners City Connect Jersey,Mariners City Connect Pants,Mariners City Connect Hat,136_jersey_5_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_2_2025
778550,Rangers City Connect Jersey,Rangers City Connect Pants,Rangers City Connect Hat,140_jersey_5_2025,Red Sox Alt Red Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_3_2025
778535,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
778537,"Rays Alt White ""Devil Rays"" Jersey",Rays Home White Pants,"Rays Alt Navy ""Devil Rays"" Hat (Devil ray on hat)",139_jersey_4_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_3_2025
778538,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Brewers Road Grey Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_2_2025
778528,Cardinals Alt Cream Jersey,Cardinals Alt Cream Pants,Cardinals Primary Red Hat,138_jersey_3_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
778536,Blue Jays Alt All Blue Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_3_2025,Orioles Alt Orange Jersey,Orioles Away Grey Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_4_2025
778529,Royals Alt Baby Blue Jersey,Royals Alt Baby Blue Pants,Royals Alt White Front R-Crown Hat,118_jersey_3_2025,Guardians Alt Blue Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_4_2025
778534,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Angels Away Grey Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_2_2025
778539,Marlins Alt Black Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_3_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
778531,Rangers Home White Jersey,Rangers Home White Pants,Rangers Primary All Blue Hat,140_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
778530,Astros Home White Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_1_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
778520,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Braves Alt Navy Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_4_2025
778521,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_2_2025
778532,Diamondbacks Alt Black Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_3_2025,Cubs Alt Blue Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_3_2025
778533,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
778540,"Reds Alt Red ""Reds"" Script Jersey",Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_3_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778510,Royals Alt Baby Blue Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_3_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
778523,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
778525,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Alt Baby Blue Bill Hat,141_jersey_4_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
778522,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778524,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_3_2025
778526,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
778527,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
778516,Rangers Alt Baby Blue Jersey,Rangers Alt Baby Blue Pants,Rangers Alt Baby Blue Hat,140_jersey_3_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
778515,Diamondbacks Alt Red Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Red ""D"" Hat",109_jersey_4_2025,Cubs Alt Blue Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_3_2025
778513,Mariners Alt Cream Jersey,Mariners Alt Cream Pants,"Mariners Royal Blue, Yellow ""S"" Hat",136_jersey_3_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, White ""A's""",133_jersey_2_2025
778514,Padres Alt Sand Camoflauge Jersey,Padres White Pants,Padres Primary All Brown Hat,135_jersey_6_2025,Braves Road Grey Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_2_2025
778517,Cardinals Home White Jersey,Cardinals Home White Pants,"Cardinals Navy Top Red Bill ""Bird on Bat"" Hat",138_jersey_1_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
778519,Marlins Alt Blue Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_4_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
778506,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
778504,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,Royals Alt Baby Blue Jersey,Royals Alt Baby Blue Pants,Royals Alt White Front R-Crown Hat,118_jersey_3_2025
778512,Orioles Home White Jersey,Orioles Home White Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
778502,Phillies Home Pinstripe Jersey,Phillies Home Pinstripe Pants,Phillies Primary Red Hat,143_jersey_1_2025,Rockies Away Grey Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_2_2025
778511,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
778509,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
778507,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Alt Baby Blue Bill Hat,141_jersey_4_2025,Nationals Road Grey Jersey,Nationals Road Grey Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_2_2025
778503,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,Angels Away Grey Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_2_2025
778505,Astros City Connect 2.0 Jersey,Astros City Connect 2.0 Pants,Astros City Connect 2.0 Hat,117_jersey_5_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778499,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
778496,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
778500,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Braves Road Grey Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_2_2025
778501,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_2_2025
778508,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
778492,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Diamondbacks Away Grey Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_2_2025
778488,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,Royals Away Grey Jersey,Royals Away Grey Pants,Royals Primary Blue Hat,118_jersey_2_2025
778497,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,"Mets Alt Blue Pullover ""New York"" Jersey",Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_4_2025
778493,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,"Pirates Alt Hat Black Outline ""P""",134_jersey_4_2025
778490,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
778491,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Alt Baby Blue Bill Hat,141_jersey_4_2025,Nationals Road Grey Jersey,Nationals Road Grey Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_2_2025
778495,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
778487,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Braves Alt Navy Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_4_2025
778489,Astros Home White Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778485,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Guardians Alt Blue Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_4_2025
778486,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_2_2025
778494,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Cubs Alt Blue Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_3_2025
778498,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
778476,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
778479,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_4_2025
778477,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,Royals Alt Royal Blue Jersey,Royals Away Grey Pants,Royals Primary Blue Hat,118_jersey_4_2025
778480,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
778478,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Alt Baby Blue Bill Hat,141_jersey_4_2025,Nationals Road Grey Jersey,Nationals Road Grey Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_2_2025
778471,Athletics Alt Yellow Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_4_2025,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_2_2025
778474,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
778469,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
778482,Phillies Home Pinstripe Jersey,Phillies Home Pinstripe Pants,Phillies Primary Red Hat,143_jersey_1_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_3_2025
778481,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
778472,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Braves Alt Navy Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_4_2025
778484,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Diamondbacks Away Grey Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Black Top Red Bill ""D"" Hat",109_jersey_2_2025
778475,Astros Alt Blue Jersey,Astros Home White Pants,"Astros Alt Blue top, Orange Bill Hat",117_jersey_4_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778483,Orioles Alt Black Jersey,Orioles Home White Pants,"Orioles Alt Black Front Orange Bill ""O's"" Hat",110_jersey_3_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
778473,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
778470,Orioles Home White Jersey,Orioles Home White Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
778467,Phillies Alt Baby Blue Jersey,Phillies Alt Baby Blue Pants,Phillies Alt Maroon Hat,143_jersey_4_2025,Rockies Away Grey Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_2_2025
778462,Twins Home White Jersey,Twins Home White Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_1_2025,Astros Road Grey Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_2_2025
778468,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,Reds Away Grey Jersey,Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_2_2025
778466,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Diamondbacks Alt Black Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_3_2025
778457,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Diamondbacks Alt Red Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_4_2025
778458,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,White Sox Away Grey Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_2_2025
778463,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
778461,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Home White Pants,"Pirates Alt Hat White Outline ""P""",134_jersey_4_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
778465,Mets Home Pinstripe Jersey,Mets Home Pinstripe Pants,Mets Primary Blue Hat,121_jersey_1_2025,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Alt Baby Blue Bill Hat,141_jersey_4_2025
778444,Giants Home Cream Jersey,Giants Home Cream Pants,Giants Primary All Black Hat,137_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
778460,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Padres Away Brown Jersey,Padres Away Brown Pants,Padres Primary All Brown Hat,135_jersey_2_2025
778459,Phillies City Connect Jersey,Phillies City Connect Pants,Phillies City Connect Hat,143_jersey_5_2025,"Dodgers Alt Road Grey ""Dodgers"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_3_2025
778464,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Marlins Alt Black Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_3_2025
778455,Royals City Connect Jersey,Royals Home White Pants,Royals City Connect Hat,118_jersey_5_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
778454,Rangers City Connect Jersey,Rangers City Connect Pants,Rangers City Connect Hat,140_jersey_5_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
778453,Brewers City Connect Jersey,Brewers City Connect Pants,Brewers City Connect Hat,158_jersey_5_2025,"Reds Alt Red ""Reds"" Script Jersey",Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_3_2025
778447,Angels Home White Jersey,Angels Home White Pants,"Angels Primary Red ""A"" Hat",108_jersey_1_2025,Guardians Alt Blue Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_4_2025
778456,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_2_2025
778445,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
778440,Twins Home White Jersey,Twins Home White Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_1_2025,Astros Road Grey Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_2_2025
778450,Cubs Alt Baby Blue Jersey,Cubs Alt White Pants,"Cubs Alt White Front Blue Bill ""Cubs"" Hat",112_jersey_4_2025,Padres Away Brown Jersey,Padres Away Brown Pants,Padres Primary All Brown Hat,135_jersey_2_2025
778452,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Diamondbacks Alt Red Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_4_2025
778448,Phillies Alt Cream Jersey,Phillies Alt Cream Pants,Phillies Alt Blue Top Hat,143_jersey_3_2025,"Dodgers Alt Road Grey ""Dodgers"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_3_2025
