gamePk,home_jersey,home_pants,home_cap,home_jersey_code,away_jersey,away_pants,away_cap,away_jersey_code
777105,Guardians City Connect Jersey,Guardians City Connect Pants,Guardians City Connect Hat,114_jersey_5_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_2_2025
777100,Diamondbacks City Connect 2.0 Jersey,Diamondbacks City Connect 2.0 Pants,Diamondbacks City Connect 2.0 Hat,109_jersey_5_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
777114,Braves Alt Red Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_3_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
777110,Rays City Connect Jersey,Rays City Connect Pants,Rays City Connect Hat,139_jersey_5_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
777098,Rangers City Connect Jersey,Rangers City Connect Pants,Rangers City Connect Hat,140_jersey_5_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777102,Rockies City Connect 2.0 Jersey,Rockies City Connect 2.0 Pants,Rockies City Connect 2.0 Hat,115_jersey_5_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
777099,Mariners City Connect Jersey,Mariners City Connect Pants,Mariners City Connect Hat,136_jersey_5_2025,Astros Road Grey Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_2_2025
777103,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
777109,Marlins Alt Black Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_3_2025,Royals Away Grey Jersey,Royals Away Grey Pants,Royals Primary Blue Hat,118_jersey_2_2025
777088,Rangers Home White Jersey,Rangers Home White Pants,Rangers Alt All Red Hat,140_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777092,Mets Home Pinstripe Jersey,Mets Home Pinstripe Pants,Mets Primary Blue Hat,121_jersey_1_2025,"Reds Alt Red ""Reds"" Script Jersey",Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_3_2025
777093,Marlins City Connect 2.0 Jersey,Marlins City Connect 2.0 Pants,Marlins City Connect 2.0 Hat,146_jersey_5_2025,Royals Alt Baby Blue Jersey,Royals Alt Baby Blue Pants,Royals Alt White Front R-Crown Hat,118_jersey_3_2025
777089,Phillies Home Pinstripe Jersey,Phillies Home Pinstripe Pants,Phillies Primary Red Hat,143_jersey_1_2025,Angels Away Grey Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_2_2025
777090,Pirates Home White Jersey,Pirates Home White Pants,Pirates Primary Black Hat,134_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
777091,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Padres Away Brown Jersey,Padres Away Brown Pants,Padres Primary All Brown Hat,135_jersey_2_2025
777095,"Rays Alt White ""Devil Rays"" Jersey",Rays Home White Pants,"Rays Alt Navy ""Devil Rays"" Hat (Devil ray on hat)",139_jersey_4_2025,Orioles Alt Orange Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_4_2025
777104,Guardians Home White Jersey,Guardians Home White Pants,"Guardians Red Top, Blue Bill ""C"" Hat",114_jersey_1_2025,Athletics Alt Yellow Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, White ""A's""",133_jersey_4_2025
777096,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
777081,Diamondbacks Alt Black Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_3_2025,Cardinals Alt Blue Jersey,Cardinals Alt Blue Pants,Cardinals Primary Red Hat,138_jersey_4_2025
777097,Braves City Connect Jersey,Braves City Connect Pants,Braves City Connect Hat,144_jersey_5_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
777080,Rockies Alt Purple Jersey,Rockies White Pants,Rockies Primary Black Hat,115_jersey_3_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
777085,Dodgers City Connect Jersey,Dodgers City Connect Pants,Dodgers City Connect Hat,119_jersey_5_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
777086,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Astros Road Grey Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_2_2025
777094,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
777083,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
777084,Guardians Alt Red Jersey,Guardians Home White Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_3_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_2_2025
777076,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
777077,Nationals Alt Blue Jersey,Nationals Home White Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_4_2025,Padres Away Brown Jersey,Padres Away Brown Pants,Padres Primary All Brown Hat,135_jersey_2_2025
777078,Phillies Alt Cream Jersey,Phillies Alt Cream Pants,Phillies Alt Blue Top Hat,143_jersey_3_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
777074,Pirates Home White Jersey,Pirates Home White Pants,Pirates Primary Black Hat,134_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
777087,Mets City Connect Jersey,Mets City Connect Pants,Mets City Connect Hat,121_jersey_5_2025,"Reds Alt Red ""Reds"" Script Jersey",Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_3_2025
777075,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
777082,Marlins Alt Blue Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_4_2025,Royals Away Grey Jersey,Royals Away Grey Pants,Royals Primary Blue Hat,118_jersey_2_2025
777072,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
777067,Mariners Alt Cream Jersey,Mariners Alt Cream Pants,"Mariners Royal Blue, Yellow ""S"" Hat",136_jersey_3_2025,Astros Alt Orange Jersey,Astros Road Grey Pants,"Astros Alt Blue top, Orange Bill Hat",117_jersey_3_2025
777071,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Red Top Black Bill ""A"" Hat",109_jersey_1_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
777070,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
777073,Rangers Alt Baby Blue Jersey,Rangers Alt Baby Blue Pants,Rangers Alt Baby Blue Hat,140_jersey_3_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777079,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
777063,Phillies Home Pinstripe Jersey,Phillies Home Pinstripe Pants,Phillies Primary Red Hat,143_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
777069,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
777068,Guardians Alt Red Jersey,Guardians Home White Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_3_2025,Orioles Alt Black Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_3_2025
777060,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Home White Pants,Pirates Primary Black Hat,134_jersey_4_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777062,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_3_2025
777064,Nationals Alt Blue Jersey,Nationals Home White Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_4_2025,"Reds Alt Red ""Reds"" Script Jersey",Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_3_2025
777066,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
777051,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Twins Away Grey Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_2_2025
777059,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,White Sox Away Grey Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_2_2025
777065,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Royals Alt Baby Blue Jersey,Royals Alt Baby Blue Pants,Royals Alt White Front R-Crown Hat,118_jersey_3_2025
777057,Rangers Home White Jersey,Rangers Home White Pants,Rangers Primary All Blue Hat,140_jersey_1_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_2_2025
777053,Rockies Alt Purple Jersey,Rockies White Pants,Rockies Primary Black Hat,115_jersey_3_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
777055,Diamondbacks Alt Red Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Red ""D"" Hat",109_jersey_4_2025,Astros Road Grey Jersey,Astros Road Grey Pants,"Astros Alt Blue top, Orange Bill Hat",117_jersey_2_2025
777050,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
777061,Mets City Connect Jersey,Mets City Connect Pants,Mets City Connect Hat,121_jersey_5_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
777052,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_3_2025
777042,Nationals Home White Jersey,Nationals Home White Pants,"Nationals Primary Red ""W"" Hat",120_jersey_1_2025,Reds Away Grey Jersey,Reds Away Grey Pants,"Reds Primary All Red ""C"" Hat",113_jersey_2_2025
777045,Phillies Home Pinstripe Jersey,Phillies Home Pinstripe Pants,Phillies Primary Red Hat,143_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
777044,Pirates Home White Jersey,Pirates Home White Pants,Pirates Primary Black Hat,134_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777056,Guardians Alt Red Jersey,Guardians Home White Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_3_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
777054,Mets City Connect Jersey,Mets City Connect Pants,Mets City Connect Hat,121_jersey_5_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
777048,Rays City Connect Jersey,Rays City Connect Pants,Rays City Connect Hat,139_jersey_5_2025,White Sox Away Grey Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_2_2025
777058,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
777047,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Royals Away Grey Jersey,Royals Away Grey Pants,Royals Primary Blue Hat,118_jersey_2_2025
777043,Rangers Home White Jersey,Rangers Home White Pants,Rangers Primary All Blue Hat,140_jersey_1_2025,Athletics Alt Yellow Jersey,Athletics Road Grey Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_4_2025
777049,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
777040,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Red Top Black Bill ""A"" Hat",109_jersey_1_2025,Astros Alt Orange Jersey,Astros Road Grey Pants,"Astros Alt Blue top, Orange Bill Hat",117_jersey_3_2025
777035,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
777039,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Twins Alt Navy Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_4_2025
777046,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
777034,Mets Home Pinstripe Jersey,Mets Home Pinstripe Pants,Mets Primary Blue Hat,121_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
777032,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_1_2025,Astros Alt Orange Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_3_2025
777037,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,Padres Alt Brown Pinstripe Jersey,Padres Away Brown Pants,Padres Primary All Brown Hat,135_jersey_3_2025
777026,Nationals Home White Jersey,Nationals Home White Pants,"Nationals Primary Red ""W"" Hat",120_jersey_1_2025,Reds Away Grey Jersey,Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_2_2025
777041,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
777029,Pirates Home White Jersey,Pirates Home White Pants,Pirates Primary Black Hat,134_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777031,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Royals Alt Royal Blue Jersey,Royals Away Grey Pants,Royals Primary Blue Hat,118_jersey_4_2025
777038,Phillies Home Pinstripe Jersey,Phillies Home Pinstripe Pants,Phillies Primary Red Hat,143_jersey_1_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
777030,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
777024,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
777022,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Twins Alt Navy Jersey,Twins Away Grey Pants,"Twins Alt Navy ""M"" Hat",142_jersey_4_2025
777036,Guardians Home White Jersey,Guardians Home White Pants,"Guardians Red Top, Blue Bill ""C"" Hat",114_jersey_1_2025,Orioles Alt Black Jersey,Orioles Away Grey Pants,"Orioles Alt Black Front Orange Bill ""O's"" Hat",110_jersey_3_2025
777027,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Primary All Blue Hat,141_jersey_4_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
777033,Rangers Home White Jersey,Rangers Home White Pants,Rangers Primary All Blue Hat,140_jersey_1_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, White ""A's""",133_jersey_2_2025
777028,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
777021,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Alt Baby Blue Bill Hat,141_jersey_4_2025
777019,Guardians Home White Jersey,Guardians Home White Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_1_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
777023,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,Padres Away Brown Jersey,Padres Away Brown Pants,Padres Primary All Brown Hat,135_jersey_2_2025
777025,Astros Home White Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_1_2025,Athletics Alt Yellow Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, White ""A's""",133_jersey_4_2025
777018,Angels Home White Jersey,Angels Home White Pants,"Angels Primary Red ""A"" Hat",108_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
777005,Cardinals City Connect Jersey,Cardinals City Connect Pants,Cardinals Hall of Fame Weekend Hat,138_jersey_5_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Hall of Fame Weekend Hat,135_jersey_3_2025
777014,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates City Connect Pants,"Pirates Alt BP ""Stars"" Hat",134_jersey_4_2025,Diamondbacks Away Grey Jersey,Diamondbacks Away Grey Pants,Diamondbacks Hall of Fame Weekend Hat,109_jersey_2_2025
777020,Orioles City Connect Jersey,Orioles Home White Pants,Orioles Hall of Fame Weekend Hat,110_jersey_5_2025,Rockies Away Grey Jersey,Rockies Away Grey Pants,Rockies Hall of Fame Weekend Hat,115_jersey_2_2025
777015,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Hall of Fame Weekend Hat,147_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Hall of Fame Weekend Hat,143_jersey_2_2025
777012,Red Sox City Connect 2.0 Jersey,Red Sox City Connect 2.0 Pants,Red Sox City Connect 2.0 Hat,111_jersey_5_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Hall of Fame Weekend Hat,119_jersey_2_2025
777013,Reds City Connect Jersey,Reds City Connect Pants,Reds City Connect Hat,113_jersey_5_2025,Rays Alt Baby Blue Jersey,Rays Away Grey Pants,Rays Hall of Fame Weekend Hat,139_jersey_3_2025
777017,White Sox City Connect 2.0 Jersey,White Sox City Connect 2.0 Pants,White Sox City Connect 2.0 Hat,145_jersey_5_2025,Cubs Alt Blue Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_3_2025
777008,Brewers Alt Pinstripe Jersey,Brewers Alt Pinstripe Pants,Brewers Hall of Fame Weekend Hat,158_jersey_3_2025,Marlins Alt Black Jersey,Marlins Road Grey Pants,Marlins Hall of Fame Weekend Hat,146_jersey_3_2025
777007,Astros Alt Orange Jersey,Astros Home White Pants,Astros Hall of Fame Weekend Hat,117_jersey_3_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_2_2025
777011,"Twins Alt Cream ""Twin Cities"" Jersey","Twins Alt Cream ""Twin Cities"" Pants",Twins Hall of Fame Weekend Hat,142_jersey_3_2025,Nationals Road Grey Jersey,Nationals Road Grey Pants,Nationals Hall of Fame Weekend Hat,120_jersey_2_2025
777006,Angels Home White Jersey,Angels Home White Pants,"Angels Primary Red ""A"" Hat",108_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
777004,Giants Alt Orange Jersey,Giants Home Cream Pants,Giants Hall of Fame Weekend Hat,137_jersey_3_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Hall of Fame Weekend Hat,121_jersey_2_2025
777009,Rangers City Connect Jersey,Rangers City Connect Pants,Rangers City Connect Hat,140_jersey_5_2025,Braves Road Grey Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_2_2025
777016,Tigers City Connect Jersey,Tigers City Connect Pants,Tigers City Connect Hat,116_jersey_5_2025,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Hall of Fame Weekend Hat,141_jersey_4_2025
777000,"Reds Alt Red ""Reds"" Script Jersey",Reds Home White Pants,Reds Hall of Fame Weekend Hat,113_jersey_3_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
776991,Astros Home White Jersey,Astros Home White Pants,Astros Hall of Fame Weekend Hat,117_jersey_1_2025,Athletics Road Grey Jersey,Athletics Road Grey Pants,"Athletics Alt All Green Hat, Yellow Trim ""A's""",133_jersey_2_2025
777010,Royals Home White Jersey,Royals Home White Pants,Royals Hall of Fame Weekend Hat,118_jersey_1_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,Guardians Hall of Fame Weekend Hat,114_jersey_2_2025
776990,Royals Alt Baby Blue Jersey,Royals Alt Baby Blue Pants,Royals Hall of Fame Weekend Hat,118_jersey_3_2025,Guardians Alt Blue Jersey,Guardians Away Grey Pants,Guardians Hall of Fame Weekend Hat,114_jersey_4_2025
777003,Tigers Home White Jersey,Tigers Home White Pants,Tigers Hall of Fame Weekend Hat,116_jersey_1_2025,Blue Jays Alt Baby Blue Jersey,Blue Jays Alt Baby Blue Pants,Blue Jays Hall of Fame Weekend Hat,141_jersey_4_2025
777002,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates City Connect Pants,Pirates Hall of Fame Weekend Hat,134_jersey_4_2025,Diamondbacks Away Grey Jersey,Diamondbacks Away Grey Pants,Diamondbacks Hall of Fame Weekend Hat,109_jersey_2_2025
776999,Orioles Alt Orange Jersey,Orioles Alt Orange Pants,Orioles Hall of Fame Weekend Hat,110_jersey_4_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,Rockies Hall of Fame Weekend Hat,115_jersey_3_2025
776997,Twins Home White Jersey,Twins Home White Pants,Twins Hall of Fame Weekend Hat,142_jersey_1_2025,Nationals Road Grey Jersey,Nationals Road Grey Pants,Nationals Hall of Fame Weekend Hat,120_jersey_2_2025
777001,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Hall of Fame Weekend Hat,147_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Hall of Fame Weekend Hat,143_jersey_2_2025
776994,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Hall of Fame Weekend Hat,145_jersey_1_2025,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Hall of Fame Weekend Hat,112_jersey_2_2025
776996,Brewers Alt Pinstripe Jersey,Brewers Alt Pinstripe Pants,Brewers Hall of Fame Weekend Hat,158_jersey_3_2025,Marlins Alt Black Jersey,Marlins Road Grey Pants,Marlins Hall of Fame Weekend Hat,146_jersey_3_2025
776998,Red Sox Alt Yellow Jersey,Red Sox Alt Baby Blue Trim Pants,"Red Sox Alt Baby Blue ""B"" Hat",111_jersey_4_2025,"Dodgers Alt Road Grey ""Dodgers"" Jersey",Dodgers Road Grey Pants,Dodgers Hall of Fame Weekend Hat,119_jersey_3_2025
776992,Cardinals Alt Cream Jersey,Cardinals Alt Cream Pants,Cardinals Hall of Fame Weekend Hat,138_jersey_3_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Hall of Fame Weekend Hat,135_jersey_3_2025
776985,Giants Alt Black Jersey,Giants Home Cream Pants,Giants Hall of Fame Weekend Hat,137_jersey_4_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Hall of Fame Weekend Hat,121_jersey_2_2025
776995,Angels Home White Jersey,Angels Home White Pants,Angels Hall of Fame Weekend Hat,108_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,Mariners Hall of Fame Weekend Hat,136_jersey_2_2025
776993,Rangers Home White Jersey,Rangers Home White Pants,Rangers Primary All Blue Hat,140_jersey_1_2025,Braves Road Grey Jersey,Braves Road Grey Pants,Braves Primary Red Bill Hat,144_jersey_2_2025
