gamePk,date,gameDate,season,gameType,status,statusCode,home_team_id,home_team_name,home_score,home_wins,home_losses,home_pct,home_is_winner,away_team_id,away_team_name,away_score,away_wins,away_losses,away_pct,away_is_winner,venue_id,venue_name,doubleHeader,gameNumber,dayNight,description,scheduledInnings,seriesGameNumber,gamesInSeries,attendance,attendance_high_for_date,attendance_low_for_date,is_doubleheader_date,home_jersey,home_pants,home_cap,home_jersey_code,away_jersey,away_pants,away_cap,away_jersey_code
777229,2025-07-05,2025-07-05T18:20:00Z,2025,R,Final,F,112,Chicago Cubs,6.0,53,36,.596,False,138,St. Louis Cardinals,8.0,48,42,.533,True,17,Wrigley Field,N,1,day,,9,2,3,40119.0,40119.0,40119.0,False,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Cardinals Alt Blue Jersey,Cardinals Alt Blue Pants,Cardinals Primary Red Hat,138_jersey_4_2025
777231,2025-07-05,2025-07-05T19:07:00Z,2025,R,Final,F,141,Toronto Blue Jays,4.0,51,38,.573,True,108,Los Angeles Angels,3.0,43,45,.489,False,14,Rogers Centre,N,1,day,,9,2,3,37269.0,37269.0,37269.0,False,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
777228,2025-07-05,2025-07-05T20:05:00Z,2025,R,Final,F,120,Washington Nationals,3.0,37,52,.416,False,111,Boston Red Sox,10.0,45,45,.500,True,3309,Nationals Park,N,1,day,,9,2,3,34319.0,34319.0,34319.0,False,Nationals City Connect 2.0 Jersey,Nationals City Connect 2.0 Pants,Nationals City Connect 2.0 Hat,120_jersey_5_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
777233,2025-07-05,2025-07-05T20:05:00Z,2025,R,Final,F,143,Philadelphia Phillies,5.0,52,37,.584,True,113,Cincinnati Reds,1.0,46,43,.517,False,2681,Citizens Bank Park,N,1,day,,9,2,3,42045.0,42045.0,42045.0,False,Phillies Alt Cream Jersey,Phillies Alt Cream Pants,Phillies Alt Blue Top Hat,143_jersey_3_2025,"Reds Alt Red ""Reds"" Script Jersey",Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_3_2025
777234,2025-07-05,2025-07-05T20:10:00Z,2025,R,Final,F,109,Arizona Diamondbacks,7.0,44,45,.494,True,118,Kansas City Royals,1.0,42,48,.467,False,15,Chase Field,N,1,day,,9,2,3,26043.0,26043.0,26043.0,False,Diamondbacks City Connect 2.0 Jersey,Diamondbacks City Connect 2.0 Pants,Diamondbacks City Connect 2.0 Hat,109_jersey_5_2025,Royals Alt Baby Blue Jersey,Royals Alt Baby Blue Pants,Royals Alt White Front R-Crown Hat,118_jersey_3_2025
777238,2025-07-05,2025-07-05T20:10:00Z,2025,R,Final,F,146,Miami Marlins,4.0,40,47,.460,True,158,Milwaukee Brewers,2.0,49,40,.551,False,4169,loanDepot park,N,1,day,,9,2,3,11378.0,11378.0,11378.0,False,Marlins City Connect 2.0 Jersey,Marlins City Connect 2.0 Pants,Marlins City Connect 2.0 Hat,146_jersey_5_2025,Brewers Road Grey Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_2_2025
777240,2025-07-05,2025-07-05T23:15:00Z,2025,R,Final,F,114,Cleveland Guardians,0.0,40,47,.460,False,116,Detroit Tigers,1.0,56,34,.622,True,5,Progressive Field,N,1,night,,9,2,3,34580.0,34580.0,34580.0,False,Guardians Alt Red Jersey,Guardians Home White Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_3_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777221,2025-07-05,2025-07-05T23:15:00Z,2025,R,Final,F,119,Los Angeles Dodgers,4.0,56,34,.622,False,117,Houston Astros,6.0,54,35,.607,True,22,Dodger Stadium,N,1,day,,9,2,3,49744.0,49744.0,49744.0,False,Dodgers City Connect Jersey,Dodgers City Connect Pants,Dodgers City Connect Hat,119_jersey_5_2025,Astros Alt Orange Jersey,Astros Road Grey Pants,"Astros Alt Blue top, Orange Bill Hat",117_jersey_3_2025
777232,2025-07-05,2025-07-06T01:10:00Z,2025,R,Final,F,115,Colorado Rockies,3.0,20,69,.225,False,145,Chicago White Sox,10.0,30,59,.337,True,19,Coors Field,N,1,night,,9,2,3,47351.0,47351.0,47351.0,False,Rockies Alt Purple Jersey,Rockies White Pants,Rockies Primary Black Hat,115_jersey_3_2025,White Sox Away Grey Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_2_2025
777223,2025-07-05,2025-07-06T01:40:00Z,2025,R,Final,F,135,San Diego Padres,4.0,47,41,.534,False,140,Texas Rangers,7.0,44,45,.494,True,2680,Petco Park,N,1,night,,9,2,3,43297.0,43297.0,43297.0,False,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
777227,2025-07-05,2025-07-06T02:05:00Z,2025,R,Final,F,133,Athletics,2.0,37,54,.407,False,137,San Francisco Giants,7.0,48,42,.533,True,2529,Sutter Health Park,N,1,night,,9,2,3,12298.0,12298.0,12298.0,False,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
777225,2025-07-05,2025-07-06T02:10:00Z,2025,R,Final,F,136,Seattle Mariners,1.0,47,42,.528,True,134,Pittsburgh Pirates,0.0,38,52,.422,False,680,T-Mobile Park,N,1,night,,9,2,3,32295.0,32295.0,32295.0,False,Mariners Home White Jersey,Mariners Home White Pants,Mariners All Navy Hat,136_jersey_1_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
777237,2025-07-05,2025-07-05T20:10:00Z,2025,R,Final,F,144,Atlanta Braves,6.0,39,49,.443,False,110,Baltimore Orioles,9.0,39,49,.443,True,4705,Truist Park,N,1,day,,9,2,3,37170.0,37170.0,37170.0,False,Braves City Connect Jersey,Braves City Connect Pants,Braves City Connect Hat,144_jersey_5_2025,Orioles Alt Orange Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_4_2025
777220,2025-07-06,2025-07-06T18:10:00Z,2025,R,Final,F,142,Minnesota Twins,5.0,43,47,.478,False,139,Tampa Bay Rays,7.0,49,41,.544,True,3312,Target Field,N,1,day,,9,3,3,21294.0,21294.0,21294.0,False,"Twins Alt Cream ""Twin Cities"" Jersey","Twins Alt Cream ""Twin Cities"" Pants","Twins Alt Navy/Cream ""Twin Cities"" Hat (""TC"")",142_jersey_3_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
777222,2025-07-06,2025-07-06T15:35:00Z,2025,R,Final,F,144,Atlanta Braves,1.0,39,50,.438,False,110,Baltimore Orioles,2.0,40,49,.449,True,4705,Truist Park,N,1,day,,9,3,3,34012.0,34012.0,34012.0,False,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
777217,2025-07-06,2025-07-06T17:35:00Z,2025,R,Final,F,143,Philadelphia Phillies,3.0,53,37,.589,True,113,Cincinnati Reds,1.0,46,44,.511,False,2681,Citizens Bank Park,N,1,day,,9,3,3,42055.0,42055.0,42055.0,False,Phillies Alt Cream Jersey,Phillies Alt Cream Pants,Phillies Alt Blue Top Hat,143_jersey_3_2025,Reds Away Grey Jersey,Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_2_2025
777214,2025-07-06,2025-07-06T17:37:00Z,2025,R,Final,F,141,Toronto Blue Jays,3.0,52,38,.578,True,108,Los Angeles Angels,2.0,43,46,.483,False,14,Rogers Centre,N,1,day,,9,3,3,40114.0,40114.0,40114.0,False,Blue Jays Home White Jersey,Blue Jays Home White Pants,Blue Jays Primary All Blue Hat,141_jersey_1_2025,Angels Alt Red Jersey,Angels Away Grey Pants,"Angels Primary Red ""A"" Hat",108_jersey_3_2025
777226,2025-07-06,2025-07-06T17:40:00Z,2025,R,Final,F,114,Cleveland Guardians,2.0,40,48,.455,False,116,Detroit Tigers,7.0,57,34,.626,True,5,Progressive Field,N,1,day,,9,3,3,30953.0,30953.0,30953.0,False,Guardians Home White Jersey,Guardians Home White Pants,"Guardians Red Top, Blue Bill ""C"" Hat",114_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777216,2025-07-06,2025-07-06T17:40:00Z,2025,R,Final,F,121,New York Mets,4.0,52,39,.571,False,147,New York Yankees,6.0,49,41,.544,True,3289,Citi Field,N,1,day,,9,3,3,41117.0,41117.0,41117.0,False,Mets Home Pinstripe Jersey,Mets Home Pinstripe Pants,Mets Primary Blue Hat,121_jersey_1_2025,Yankees Away Grey Jersey,Yankees Away Grey Pants,Yankees Primary Navy Hat,147_jersey_2_2025
777213,2025-07-06,2025-07-06T17:35:00Z,2025,R,Final,F,120,Washington Nationals,4.0,37,53,.411,False,111,Boston Red Sox,6.0,46,45,.505,True,3309,Nationals Park,N,1,day,,9,3,3,26771.0,26771.0,26771.0,False,"Nationals Alt Red ""W"" Jersey",Nationals Home White Pants,"Nationals Primary Red ""W"" Hat",120_jersey_3_2025,Red Sox Away Grey Jersey,Red Sox Away Grey Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_2_2025
777207,2025-07-06,2025-07-07T01:10:00Z,2025,R,Final,F,135,San Diego Padres,4.0,48,41,.539,True,140,Texas Rangers,1.0,44,46,.489,False,2680,Petco Park,N,1,night,,9,3,3,40711.0,40711.0,40711.0,False,Padres Alt Sand Camoflauge Jersey,Padres White Pants,"Padres Alt ""Grey SD"" Hat",135_jersey_6_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
777215,2025-07-06,2025-07-06T19:10:00Z,2025,R,Final,F,115,Colorado Rockies,6.0,21,69,.233,True,145,Chicago White Sox,4.0,30,60,.333,False,19,Coors Field,N,1,day,,9,3,3,25662.0,25662.0,25662.0,False,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
777218,2025-07-06,2025-07-06T20:10:00Z,2025,R,Final,F,109,Arizona Diamondbacks,0.0,44,46,.489,False,118,Kansas City Royals,4.0,43,48,.473,True,15,Chase Field,N,1,day,,9,3,3,22949.0,22949.0,22949.0,False,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Red Top Black Bill ""A"" Hat",109_jersey_1_2025,Royals Alt Royal Blue Jersey,Royals Away Grey Pants,Royals Primary Blue Hat,118_jersey_4_2025
777206,2025-07-06,2025-07-06T20:10:00Z,2025,R,Final,F,119,Los Angeles Dodgers,1.0,56,35,.615,False,117,Houston Astros,5.0,55,35,.611,True,22,Dodger Stadium,N,1,day,,9,3,3,41291.0,41291.0,41291.0,False,Dodgers Home White Jersey,Dodgers Home White Pants,Dodgers Primary Blue Hat,119_jersey_1_2025,Astros Alt Orange Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_3_2025
777205,2025-07-06,2025-07-06T20:10:00Z,2025,R,Final,F,136,Seattle Mariners,1.0,48,42,.533,True,134,Pittsburgh Pirates,0.0,38,53,.418,False,680,T-Mobile Park,N,1,day,,9,3,3,35174.0,35174.0,35174.0,False,Mariners Alt Cream Jersey,Mariners Alt Cream Pants,"Mariners Royal Blue, Yellow ""S"" Hat",136_jersey_3_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_4_2025
777219,2025-07-06,2025-07-06T22:10:00Z,2025,R,Final,F,112,Chicago Cubs,11.0,54,36,.600,True,138,St. Louis Cardinals,0.0,48,43,.527,False,17,Wrigley Field,N,1,night,,9,3,3,40319.0,40319.0,40319.0,False,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Cardinals Road Grey Jersey,Cardinals Road Grey Pants,Cardinals Primary Red Hat,138_jersey_2_2025
777210,2025-07-06,2025-07-07T02:05:00Z,2025,R,Final,F,133,Athletics,2.0,37,55,.402,False,137,San Francisco Giants,6.0,49,42,.538,True,2529,Sutter Health Park,N,1,night,,9,3,3,12180.0,12180.0,12180.0,False,Athletics Alt Green Jersey,Athletics Home White Pants,"Athletics Alt All Green Hat, White ""A's""",133_jersey_3_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
777224,2025-07-06,2025-07-06T17:40:00Z,2025,R,Final,F,146,Miami Marlins,1.0,40,48,.455,False,158,Milwaukee Brewers,3.0,50,40,.556,True,4169,loanDepot park,N,1,day,,9,3,3,12513.0,12513.0,12513.0,False,Marlins Alt Blue Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_4_2025,Brewers Alt Blue Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_4_2025
777212,2025-07-07,2025-07-07T23:40:00Z,2025,R,Final,F,145,Chicago White Sox,4.0,30,61,.330,False,141,Toronto Blue Jays,8.0,53,38,.582,True,4,Rate Field,N,1,night,,9,1,3,13292.0,13292.0,13292.0,False,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Blue Jays Alt All Blue Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_3_2025
777211,2025-07-07,2025-07-07T22:40:00Z,2025,R,Final,F,116,Detroit Tigers,5.0,58,34,.630,True,139,Tampa Bay Rays,1.0,49,42,.538,False,2394,Comerica Park,N,1,night,,9,1,3,22657.0,22657.0,22657.0,False,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
777209,2025-07-07,2025-07-07T23:10:00Z,2025,R,Final,F,111,Boston Red Sox,9.0,47,45,.511,True,115,Colorado Rockies,3.0,21,70,.231,False,3,Fenway Park,N,1,night,,9,1,3,32441.0,32441.0,32441.0,False,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Rockies Away Grey Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_2_2025
777208,2025-07-07,2025-07-07T23:10:00Z,2025,R,Final,F,113,Cincinnati Reds,1.0,46,45,.505,False,146,Miami Marlins,5.0,41,48,.461,True,2602,Great American Ball Park,N,1,night,,9,1,4,17167.0,17167.0,17167.0,False,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Marlins Road Grey Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_2_2025
777201,2025-07-07,2025-07-07T23:40:00Z,2025,R,Final,F,158,Milwaukee Brewers,9.0,51,40,.560,True,119,Los Angeles Dodgers,1.0,56,36,.609,False,32,American Family Field,N,1,night,,9,1,3,35365.0,35365.0,35365.0,False,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,"Dodgers Alt Road Grey ""Dodgers"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_3_2025
777202,2025-07-07,2025-07-08T00:10:00Z,2025,R,Final,F,117,Houston Astros,5.0,55,36,.604,False,114,Cleveland Guardians,7.0,41,48,.461,True,2392,Daikin Park,N,1,night,,9,1,3,27472.0,27472.0,27472.0,False,Astros City Connect 2.0 Jersey,Astros City Connect 2.0 Pants,Astros City Connect 2.0 Hat,117_jersey_5_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
777200,2025-07-07,2025-07-08T01:38:00Z,2025,R,Final,F,108,Los Angeles Angels,6.0,44,46,.489,True,140,Texas Rangers,5.0,44,47,.484,False,1,Angel Stadium,N,1,night,,9,1,4,24382.0,24382.0,24382.0,False,Angels Alt White (Blue Trim) Pullover Jersey,Angels Alt White (Blue Trim) Pants,Angels Alt Blue Hat,108_jersey_4_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
777203,2025-07-07,2025-07-08T01:40:00Z,2025,R,Final,F,135,San Diego Padres,3.0,48,42,.533,False,109,Arizona Diamondbacks,6.0,45,46,.495,True,2680,Petco Park,N,1,night,,9,1,4,40045.0,40045.0,40045.0,False,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Diamondbacks Alt Black Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Black Top Red Bill ""D"" Hat",109_jersey_3_2025
777199,2025-07-07,2025-07-08T01:45:00Z,2025,R,Final,F,137,San Francisco Giants,3.0,50,42,.543,True,143,Philadelphia Phillies,1.0,53,38,.582,False,2395,Oracle Park,N,1,night,,9,1,3,40043.0,40043.0,40043.0,False,Giants Home Cream Jersey,Giants Home Cream Pants,Giants Primary All Black Hat,137_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
777204,2025-07-07,2025-07-07T23:40:00Z,2025,R,Final,F,118,Kansas City Royals,9.0,44,48,.478,True,134,Pittsburgh Pirates,3.0,38,54,.413,False,7,Kauffman Stadium,N,1,night,,9,1,3,18614.0,18614.0,18614.0,False,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,Pirates Road Grey Jersey,Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_2_2025
777194,2025-07-08,2025-07-08T23:40:00Z,2025,R,Final,F,118,Kansas City Royals,4.0,45,48,.484,True,134,Pittsburgh Pirates,3.0,38,55,.409,False,7,Kauffman Stadium,N,1,night,,9,2,3,22855.0,22855.0,22855.0,False,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,"Pirates Alt Hat Black Outline ""P""",134_jersey_4_2025
777188,2025-07-08,2025-07-08T23:40:00Z,2025,R,Completed Early,F,145,Chicago White Sox,1.0,30,62,.326,False,141,Toronto Blue Jays,6.0,54,38,.587,True,4,Rate Field,N,1,night,,9,2,3,13027.0,13027.0,13027.0,False,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Blue Jays Alt All Blue Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_3_2025
777195,2025-07-08,2025-07-08T22:40:00Z,2025,R,Final,F,116,Detroit Tigers,4.0,59,34,.634,True,139,Tampa Bay Rays,2.0,49,43,.533,False,2394,Comerica Park,N,1,night,,9,2,3,25198.0,25198.0,25198.0,False,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
777187,2025-07-08,2025-07-08T23:05:00Z,2025,R,Final,F,147,New York Yankees,10.0,50,41,.549,True,136,Seattle Mariners,3.0,48,43,.527,False,3313,Yankee Stadium,N,1,night,,9,1,3,38641.0,38641.0,38641.0,False,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
777197,2025-07-08,2025-07-08T23:10:00Z,2025,R,Final,F,113,Cincinnati Reds,2.0,46,46,.500,False,146,Miami Marlins,12.0,42,48,.467,True,2602,Great American Ball Park,N,1,night,,9,2,4,22399.0,22399.0,22399.0,False,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Marlins Road Grey Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_2_2025
777190,2025-07-08,2025-07-08T23:40:00Z,2025,R,Final,F,142,Minnesota Twins,8.0,44,47,.484,True,112,Chicago Cubs,1.0,54,37,.593,False,3312,Target Field,N,1,night,,9,1,3,30384.0,30384.0,30384.0,False,"Twins Alt Cream ""Twin Cities"" Jersey","Twins Alt Cream ""Twin Cities"" Pants","Twins Primary Navy ""TC"" Hat",142_jersey_3_2025,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_2_2025
777196,2025-07-08,2025-07-08T23:10:00Z,2025,R,Final,F,111,Boston Red Sox,10.0,48,45,.516,True,115,Colorado Rockies,2.0,21,71,.228,False,3,Fenway Park,N,1,night,,9,2,3,30169.0,30169.0,30169.0,False,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,"Rockies Alt Black Top, Purple Bill Hat",115_jersey_3_2025
777193,2025-07-08,2025-07-08T23:40:00Z,2025,R,Final,F,158,Milwaukee Brewers,3.0,52,40,.565,True,119,Los Angeles Dodgers,1.0,56,37,.602,False,32,American Family Field,N,1,night,,9,2,3,38175.0,38175.0,38175.0,False,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,"Dodgers Alt Road Grey ""Dodgers"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_3_2025
777192,2025-07-08,2025-07-09T00:10:00Z,2025,R,Final,F,117,Houston Astros,6.0,55,37,.598,False,114,Cleveland Guardians,10.0,42,48,.467,True,2392,Daikin Park,N,1,night,,9,2,3,30681.0,30681.0,30681.0,False,Astros Home White Jersey,Astros Home White Pants,Astros Primary All Blue Hat,117_jersey_1_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
777180,2025-07-08,2025-07-09T01:38:00Z,2025,R,Final,F,108,Los Angeles Angels,1.0,44,47,.484,False,140,Texas Rangers,13.0,45,47,.489,True,1,Angel Stadium,N,1,night,,9,2,4,26368.0,26368.0,26368.0,False,Angels Alt White (Blue Trim) Pullover Jersey,Angels Alt White (Blue Trim) Pants,Angels Alt Blue Hat,108_jersey_4_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
777191,2025-07-08,2025-07-08T23:45:00Z,2025,R,Final,F,138,St. Louis Cardinals,4.0,49,43,.533,True,120,Washington Nationals,2.0,37,54,.407,False,2889,Busch Stadium,N,1,night,,9,1,3,20658.0,20658.0,20658.0,False,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,Nationals Road Grey Jersey,Nationals Road Grey Pants,"Nationals Alt Red Top, Blue Bill ""W"" Hat",120_jersey_2_2025
777185,2025-07-08,2025-07-09T01:40:00Z,2025,R,Final,F,135,San Diego Padres,1.0,49,42,.538,True,109,Arizona Diamondbacks,0.0,45,47,.489,False,2680,Petco Park,N,1,night,,9,2,4,38670.0,38670.0,38670.0,False,Padres Home White Pinstripe Jersey,Padres Home White Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_1_2025,Diamondbacks Away Grey Jersey,Diamondbacks Away Grey Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_2_2025
777186,2025-07-08,2025-07-09T01:45:00Z,2025,R,Final,F,137,San Francisco Giants,4.0,51,42,.548,True,143,Philadelphia Phillies,3.0,53,39,.576,False,2395,Oracle Park,N,1,night,,9,2,3,40212.0,40212.0,40212.0,False,Giants City Connect 2.0 Jersey,Giants City Connect 2.0 Pants,Giants City Connect 2.0 Hat,137_jersey_5_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
777189,2025-07-08,2025-07-09T02:05:00Z,2025,R,Final,F,133,Athletics,10.0,38,55,.409,True,144,Atlanta Braves,1.0,39,51,.433,False,2529,Sutter Health Park,N,1,night,,9,1,3,8620.0,8620.0,8620.0,False,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Braves Alt Red Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_3_2025
777198,2025-07-08,2025-07-08T22:35:00Z,2025,R,Final,F,110,Baltimore Orioles,6.0,40,50,.444,False,121,New York Mets,7.0,53,39,.576,True,2,Oriole Park at Camden Yards,N,1,night,,9,1,3,35200.0,35200.0,35200.0,False,Orioles Home White Jersey,Orioles Home White Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_1_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
777177,2025-07-09,2025-07-09T23:40:00Z,2025,R,Final,F,118,Kansas City Royals,4.0,46,48,.489,True,134,Pittsburgh Pirates,3.0,38,56,.404,False,7,Kauffman Stadium,N,1,night,,9,3,3,18398.0,18398.0,18398.0,False,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,"Pirates Alt Hat Black Outline ""P""",134_jersey_4_2025
777172,2025-07-09,2025-07-09T18:10:00Z,2025,R,Final,F,145,Chicago White Sox,2.0,31,62,.333,True,141,Toronto Blue Jays,1.0,54,39,.581,False,4,Rate Field,N,1,day,,9,3,3,11123.0,11123.0,11123.0,False,White Sox Home Pinstripe Jersey,White Sox Home White Pinstripe Pants,White Sox Primary Black Hat,145_jersey_1_2025,Blue Jays Alt All Blue Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_3_2025
777163,2025-07-09,2025-07-09T19:45:00Z,2025,R,Final,F,137,San Francisco Giants,0.0,51,43,.543,False,143,Philadelphia Phillies,13.0,54,39,.581,True,2395,Oracle Park,N,1,day,,9,3,3,37334.0,37334.0,37334.0,False,Giants Home Cream Jersey,Giants Home Cream Pants,Giants Primary All Black Hat,137_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
777182,2025-07-09,2025-07-09T21:10:00Z,2025,R,Final,F,116,Detroit Tigers,3.0,59,35,.628,False,139,Tampa Bay Rays,7.0,50,43,.538,True,2394,Comerica Park,N,1,night,,9,3,3,22019.0,22019.0,22019.0,False,Tigers Home White Jersey,Tigers Home White Pants,"Tigers Primary Navy ""White D"" Hat",116_jersey_1_2025,Rays Away Blue Jersey,Rays Away Grey Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_2_2025
